Code,General Facilities,Facility Count,Room Type Number
101,"Electric kettle, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Clothes rack, Hypoallergenic, Mosquito net, Tile/Marble floor, Soundproof, Private entrance, Picnic area, Barbecue, BBQ facilities, Balcony, Terrace, Grocery deliveriesAdditional charge, Breakfast in the room, Room service, Restaurant, Tea/Coffee maker, Live music/PerformanceOff-site, Tour or class about local cultureAdditional charge, Walking toursAdditional charge, Horseback ridingAdditional chargeOff-site, HikingOff-site, FishingAdditional chargeOff-site, Wake-up service, Inner courtyard view, Mountain view, Garden view, View, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Baggage storage, Express check-in/out, 24-hour front desk, Board games/Puzzles, Board games/puzzles, Babysitting/Child servicesAdditional charge, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fax/Photocopying, Designated smoking area, Smoke-free property, Hypoallergenic room available, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Carbon monoxide detector, English, Armenian, Russian",78,1
102,"Toilet paper, Towels, Shared toilet, Shared bathroom, Picnic area, Terrace, Garden, Shared kitchen, Dining table, Stovetop, Oven, Kitchenware, Refrigerator, Kitchenette, Socket near the bed, Live music/Performance, Tea/Coffee maker, Parking garage, Pet basket, Hair/Beauty salon, Convenience store on site, Carpeted, Heating, Family rooms, Non-smoking rooms, Entire unit located on ground floor, English, Armenian, Russian",29,4
103,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Linens, Inner courtyard view, Garden view, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, BBQ facilities, Balcony, Terrace, Garden, Shared kitchen, Dining table, Socket near the bed, Clothes rack, Cooking classAdditional charge, Themed dinnersAdditional charge, Bike toursAdditional charge, Playground, Fruit, Parking garage, Private check-in/out, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Board games/Puzzles, Board games/puzzles, Ironing service, LaundryAdditional charge, Meeting/Banquet facilitiesAdditional charge, CCTV outside property, Shuttle serviceAdditional charge, Shared lounge/TV area, Smoke-free property, Mosquito net, Hardwood or parquet floors, Heating, Private entrance, Packed lunches, Family rooms, Airport shuttle, Non-smoking rooms, English, Russian",53,6
104,"Kitchen, Washing machine, Kitchenette, Heating, Balcony, Terrace, Minibar, Garden view, View, Air conditioning, English, Russian",12,1
105,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Linens, Wardrobe or closet, Terrace, Electric kettle, Refrigerator, Socket near the bed, Clothes rack, Ski rental on site, Ski storage, Kids' clubAdditional charge, BowlingAdditional charge, Ping-pong, Pool tableAdditional charge, Playground, Game room, Skiing, Desk, Flat-screen TV, Cable channels, Telephone, TV, Coffee house on site, Wine/ChampagneAdditional charge, Kids' mealsAdditional charge, Bar, Restaurant, Tea/Coffee maker, Electric vehicle charging station, Accessible parking, Invoice provided, Baggage storage, Tour desk, 24-hour front desk, Indoor play area, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, Smoke alarms, Security alarm, Key card access, 24-hour security, Safe, Shuttle serviceAdditional charge, Shared lounge/TV area, Designated smoking area, Wake-up service, Heating, Packed lunches, Elevator, Family rooms, Airport shuttleAdditional charge, Non-smoking rooms, Wake-up service/Alarm clock, Spa/Wellness packages, Spa facilities, Turkish/Steam Bath, MassageAdditional charge, Spa, Sauna, English, Armenian, Russian",74,7
106,"Toilet paper, Towels, Bidet, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Linens, Wardrobe or closet, Alarm clock, City view, Landmark view, Mountain view, Garden view, View, Picnic area, Outdoor furniture, Terrace, Garden, High chair, Electric kettle, Refrigerator, Clothes rack, Ski storage, Live sports events (broadcast), Evening entertainment, Kids' club, Nightclub/DJAdditional charge, Entertainment staff, CyclingOff-site, Hiking, KaraokeAdditional charge, Pool tableAdditional charge, Playground, Game room, Skiing, Dining area, Desk, Flat-screen TV, Satellite channels, Telephone, FruitAdditional charge, Wine/ChampagneAdditional charge, Kid-friendly buffet, Kids' mealsAdditional charge, Snack bar, Breakfast in the room, Bar, Minibar, Restaurant, Valet parking, Street parking, Invoice provided, Lockers, Private check-in/out, Concierge, ATM on site, Baggage storage, Tour desk, Express check-in/outAdditional charge, 24-hour front desk, Strollers, Baby safety gates, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Babysitting/Child services, Daily housekeeping, Suit press, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Fax/Photocopying, Business center, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Safe, Shuttle service, Grocery deliveries, Hypoallergenic, Designated smoking area, Air conditioning, Smoke-free property, Mosquito net, Heating, Soundproof, Packed lunches, Carpeted, Soundproof rooms, Elevator, Family rooms, Hair/Beauty salon, Ironing facilities, Facilities for disabled guests, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Room service, Wheelchair accessible, Upper floors accessible by elevator, Open all year, All ages welcome, Kids' pool, Locker rooms, Fitness, Spa lounge/Relaxation area, Steam room, Spa facilities, Body scrub, Body treatments, Haircut, Hair treatments, Makeup services, Beauty services, Beach chairs/Loungers, Public Bath, Hot spring bath, Turkish/Steam BathAdditional charge, Hot tub/JacuzziAdditional charge, MassageAdditional charge, SpaAdditional charge, Fitness centerAdditional charge, SaunaAdditional charge, English, French, Russian",135,6
107,"Dining table, Coffee machine, Cleaning products, Dryer, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Dining area, Sitting area, Desk, Streaming service (like Netflix), Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Hypoallergenic, Fan, Ironing facilities, Iron, Entire unit wheelchair accessible, Upper floors accessible by elevator, Balcony, Terrace, Garden, Bar, Ping-pong, SkiingOff-site, Mountain view, Garden view, View, Private check-in/out, Express check-in/out, 24-hour front desk, Board games/puzzles, Convenience store on site, Smoke-free property, Heating, Elevator, Family rooms, Non-smoking rooms, Safe, English, Armenian, Russian",60,1
108,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Linens, Wardrobe or closet, Outdoor fireplace, Picnic area, Outdoor furniture, BBQ facilities, Terrace, Garden, Electric kettle, Refrigerator, Socket near the bed, Drying rack for clothing, Clothes rack, Ski storage, Live music/PerformanceOff-site, Badminton equipment, Cycling, Ping-pong, Pool table, Skiing, Flat-screen TV, Cable channels, Satellite channels, TV, Coffee house on site, Fruit, Wine/ChampagneAdditional charge, Kid-friendly buffet, Breakfast in the room, Bar, Restaurant, Invoice provided, Lockers, Concierge, Baggage storage, 24-hour front desk, Outdoor play equipment for kids, Indoor play area, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fax/Photocopying, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Key access, 24-hour security, Shuttle serviceAdditional charge, Grocery deliveriesAdditional charge, Smoke-free property, Heating, Soundproof, Soundproof rooms, Family rooms, Airport shuttleAdditional charge, Non-smoking rooms, Room service, Open all year, All ages welcome, Pool/Beach towels, Beach chairs/Loungers, Locker rooms, Fitness, Steam room, Beach chairs/Loungers, Turkish/Steam Bath, Fitness center, Sauna, English, Farsi, Armenian, Russian",83,4
109,"Dining table, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Dishwasher, Microwave, Refrigerator, Kitchenette, Wardrobe or closet, Walk-in closet, Towels, Bathtub or shower, Private bathroom, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, Telephone, Clothes rack, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Private entrance, Iron, Outdoor dining area, Barbecue, BBQ facilities, Terrace, Garden, Chapel/Shrine, Grocery deliveriesAdditional charge, Cycling, Ping-pong, Pool table, View, Shuttle serviceAdditional charge, Car rental, Airport shuttleAdditional charge, Concierge, Baggage storage, Tour desk, 24-hour front desk, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Air conditioning, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, English, Russian",58,1
110,"Toilet paper, Towels, Bidet, Towels/Sheets (extra fee), Guest bathroom, Bathtub or shower, Slippers, Shared toilet, Toilet, Free toiletries, Bathrobe, Hairdryer, Bathtub, Shower, Wardrobe or closet, Alarm clock, Walk-in closet, Inner courtyard view, City view, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, BBQ facilities, Patio, Terrace, Garden, Shared kitchen, High chair, Dining table, Cleaning products, Stovetop, Oven, Dryer, Kitchenware, Electric kettle, Kitchen, Washing machine, Dishwasher, Microwave, Refrigerator, Kitchenette, Socket near the bed, Drying rack for clothing, Fold-up bed, Clothes rack, Ski-in, ski-out access, Ski pass vendor, Ski rental on site, Ski schoolAdditional charge, Ski storage, Bicycle rental, BingoAdditional chargeOff-site, Live sports events (broadcast), Live music/PerformanceAdditional chargeOff-site, Cooking classAdditional chargeOff-site, Tour or class about local cultureAdditional charge, Happy hourAdditional charge, Themed dinnersAdditional chargeOff-site, Bike toursAdditional charge, Walking toursAdditional charge, Movie nightsAdditional chargeOff-site, Stand-up comedyAdditional chargeOff-site, Bar crawlsAdditional charge, Temporary art galleriesAdditional chargeOff-site, Badminton equipmentAdditional charge, Tennis equipmentAdditional charge, Evening entertainmentAdditional charge, Kids' clubAdditional charge, Water sports facilities on siteAdditional charge, Nightclub/DJAdditional charge, Mini golfAdditional charge, SnorkelingAdditional chargeOff-site, Horseback ridingAdditional chargeOff-site, DivingAdditional chargeOff-site, BowlingAdditional chargeOff-site, CyclingOff-site, HikingAdditional chargeOff-site, KaraokeAdditional charge, Ping-pongAdditional charge, Pool tableAdditional charge, Playground, Casino, Game room, SkiingOff-site, FishingAdditional chargeOff-site, Golf course (within 2 miles)Additional charge, Tennis courtAdditional chargeOff-site, Dining area, Sitting area, Desk, Flat-screen TV, Cable channels, Satellite channels, Video, Radio, Fax, Telephone, TV, Pay-per-view channels, Coffee house on site, FruitAdditional charge, Wine/ChampagneAdditional charge, Kid-friendly buffet, Kids' mealsAdditional charge, Special diet meals (on request), Snack bar, Breakfast in the room, Bar, Minibar, Tea/Coffee maker, Public transit ticketsAdditional charge, Invoice provided, Lockers, Private check-in/out, Concierge, ATM on site, Baggage storage, Tour desk, Currency exchange, Express check-in/outAdditional charge, 24-hour front desk, Strollers, Baby safety gates, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Baby safety gates, Books, DVDs or music for children, Board games/puzzles, Babysitting/Child servicesAdditional charge, Daily housekeeping, Suit pressAdditional charge, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Fax/PhotocopyingAdditional charge, Business centerAdditional charge, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Safe, Shuttle service, Pet bowls, Carbon monoxide detector, Grocery deliveriesAdditional charge, Convenience store on site, Shared lounge/TV area, Vending machine (drinks), Electric blankets, Hypoallergenic, Designated smoking area, Smoke-free property, Hypoallergenic room available, Mosquito net, Wake-up service, Hardwood or parquet floors, Tile/Marble floor, Heating, Soundproof, Car rental, Interconnecting room(s) available, Packed lunches, Chapel/Shrine, Soundproof rooms, Fan, Family rooms, Hair/Beauty salon, Ironing facilities, Suit press, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Wake-up service/Alarm clock, Room service, Hearing accessible, Upper floors accessible by stairs only, Open all year, All ages welcome, Infinity pool, Heated pool, Swimming pool toys, Pool/Beach towels, Pool bar, Pool cover, Beach chairs/Loungers, Fenced pool, Kids' poolAdditional charge, Locker rooms, Personal trainer, Fitness classes, Yoga classes, Fitness, Full-body massage, Hand massage, Head massage, Couples' massage, Foot massage, Neck massage, Back massage, Spa/Wellness packages, Spa lounge/Relaxation area, Spa facilities, Light therapy, Body wrap, Body scrub, Body treatments, Hairstyling, Hair coloring, Haircut, Pedicure, Manicure, Hair treatments, Makeup services, Waxing services, Facial treatments, Beauty services, Beach umbrellasAdditional charge, Beach chairs/Loungers, Public BathAdditional charge, Hot spring bathAdditional charge, Turkish/Steam BathAdditional charge, Hot tub/JacuzziAdditional charge, MassageAdditional charge, SpaAdditional charge, Fitness centerAdditional charge, SaunaAdditional charge, English, French, Russian",242,3
111,"Kitchen, Washing machine, Private bathroom, Flat-screen TV, Heating, Private pool, BBQ facilities, Balcony, Air conditioning, Smoke-free property, English, Russian",12,1
112,"Dining table, Coffee machine, Cleaning products, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Dishwasher, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Cable channels, Satellite channels, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Hardwood or parquet floors, Soundproof, Private entrance, Ironing facilities, Iron, Outdoor fireplace, Picnic area, Outdoor furniture, Balcony, Garden, Chapel/Shrine, Tea/Coffee maker, Wake-up service/Alarm clock, City view, Mountain view, Garden view, View, Private apartment in building, Shuttle serviceAdditional charge, Car rental, Airport shuttleAdditional charge, Invoice provided, Lockers, Baby safety gates, Outdoor play equipment for kids, Board games/Puzzles, Playground, Casino, Ironing serviceAdditional charge, Dry cleaningAdditional charge, Convenience store on site, Designated smoking area, Heating, Soundproof rooms, Elevator, Family rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, 24-hour security, Carbon monoxide detector, Safe, English, Armenian, Russian",84,1
113,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Hairdryer, Bathtub, Shower, Wardrobe or closet, Mountain view, View, Picnic area, Outdoor dining area, Sun deck, Barbecue, BBQ facilities, Terrace, Electric kettle, Refrigerator, Socket near the bed, Sofa bed, Clothes rack, Ski-in, ski-out access, Ski pass vendor, Ski rental on site, Ski schoolAdditional charge, Ski storage, Live music/Performance, Tour or class about local cultureAdditional charge, Themed dinners, Evening entertainment, Hiking, Pool table, SkiingOff-site, Sofa, Sitting area, Flat-screen TV, Cable channels, Telephone, TV, Fruit, Wine/Champagne, Kid-friendly buffet, Kids' meals, Bar, Minibar, Restaurant, Street parking, Invoice provided, Concierge, Baggage storage, Tour desk, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Board games/Puzzles, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fax/PhotocopyingAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Key card access, 24-hour security, Safe, Shuttle serviceAdditional charge, Mosquito net, Wake-up service, Hardwood or parquet floors, Heating, Private entrance, Packed lunches, Family rooms, Hair/Beauty salon, Airport shuttleAdditional charge, Non-smoking rooms, Room service, Open all year, All ages welcome, Heated pool, Shallow end, Pool/Beach towels, Pool cover, Beach chairs/Loungers, Kids' pool, Locker rooms, Full-body massage, Head massage, Foot massage, Neck massage, Back massage, Steam room, Spa facilities, Beach chairs/Loungers, Hot tub/Jacuzzi, MassageAdditional charge, SpaAdditional charge, Sauna, English, Russian",103,2
114,"Toilet paper, Towels, Towels/Sheets (extra fee), Guest bathroom, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Wardrobe or closet, City view, Landmark view, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Sun deck, Barbecue, BBQ facilities, Patio, Terrace, Garden, Shared kitchen, Cleaning products, Dryer, Refrigerator, Socket near the bed, Fold-up bed, Ski-in, ski-out access, Ski storage, Bingo, Live music/Performance, Cooking classAdditional charge, Tour or class about local cultureAdditional charge, Themed dinnersAdditional charge, Bike toursAdditional charge, Walking toursAdditional charge, Movie nights, Stand-up comedy, Badminton equipment, Evening entertainment, Kids' clubAdditional charge, CyclingOff-site, HikingOff-site, Karaoke, Ping-pong, Pool tableAdditional charge, Playground, Casino, Game room, Skiing, Streaming service (like Netflix), Flat-screen TV, Cable channels, Satellite channels, Radio, Telephone, TV, Pay-per-view channels, FruitAdditional charge, Wine/ChampagneAdditional charge, Kid-friendly buffet, Kids' mealsAdditional charge, Special diet meals (on request), Snack bar, Breakfast in the room, Bar, Minibar, Restaurant, Tea/Coffee maker, Valet parking, Street parking, Accessible parking, Invoice provided, Lockers, Private check-in/out, Concierge, Baggage storage, Tour desk, Currency exchange, Express check-in/out, 24-hour front desk, Baby safety gates, Outdoor play equipment for kids, Indoor play area, Board games/Puzzles, Baby safety gates, Board games/puzzles, Child safety socket covers, Babysitting/Child servicesAdditional charge, Daily housekeeping, Suit pressAdditional charge, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Business center, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Safe, Shuttle service, Carbon monoxide detector, Grocery deliveriesAdditional charge, Shared lounge/TV area, Vending machine (drinks), Designated smoking area, Air conditioning, Smoke-free property, Mosquito net, Executive lounge access, Tile/Marble floor, Heating, Private entrance, Car rental, Packed lunches, Soundproof rooms, Family rooms, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Room service, Entire unit wheelchair accessible, Full-body massage, Hand massage, Head massage, Couples' massage, Foot massage, Neck massage, Back massage, Beach umbrellas, Hot tub/Jacuzzi, MassageAdditional charge, SaunaAdditional charge, Czech, English, Armenian, Russian",148,5
115,"Electric vehicle charging station, Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Wardrobe or closet, Walk-in closet, Toilet paper, Towels, Bathtub or shower, Slippers, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Desk, Flat-screen TV, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Hardwood or parquet floors, Ironing facilities, Iron, Entire unit wheelchair accessible, Outdoor fireplace, Balcony, Garden, Game room, Tea/Coffee maker, Mountain view, Garden view, View, Private apartment in building, Outdoor play equipment for kids, Indoor play area, LaundryAdditional charge, Meeting/Banquet facilitiesAdditional charge, Convenience store on site, Hair/Beauty salon, Designated smoking area, Smoke-free property, Heating, Elevator, Family rooms, Non-smoking rooms, Smoke alarms, 24-hour security, English, Russian",55,1
116,"Dining table, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Linens, Wardrobe or closet, Extra long beds (> 6.5 ft), Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Private bathroom, Toilet, Hairdryer, Shower, Dining area, Streaming service (like Netflix), Flat-screen TV, Cable channels, TV, Pay-per-view channels, Clothes rack, Heating, Balcony, Garden, Tea/Coffee maker, Tennis equipmentAdditional charge, Private apartment in building, Semi-detached, Detached, Baby safety gates, Child safety socket covers, Convenience store on site, Smoke-free property, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV in common areas, Smoke alarms, Security alarm, 24-hour security, Carbon monoxide detector, Safe, English, Russian",49,1
117,"Dining table, Cleaning products, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Refrigerator, Kitchenette, Linens, Toilet paper, Towels, Bathtub or shower, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, TV, Sofa bed, Heating, Ironing facilities, Iron, Hot tub, Entire unit located on ground floor, Outdoor furniture, Terrace, Tea/Coffee maker, Mountain view, Garden view, Board games/Puzzles, Smoke-free property, Family rooms, Non-smoking rooms, English, Armenian, Russian",41,1
118,"Dining table, Stovetop, Oven, Kitchenware, Electric kettle, Kitchen, Washing machine, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Private bathroom, Toilet, Hairdryer, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Satellite channels, TV, Socket near the bed, Sofa bed, Fold-up bed, Clothes rack, Soundproof, Private entrance, Carpeted, Heating, Iron, Upper floors accessible by stairs only, Outdoor dining area, Outdoor furniture, Balcony, Terrace, Garden, Inner courtyard view, City view, Landmark view, Mountain view, Garden view, View, Detached, Airport shuttleAdditional charge, Family rooms, Non-smoking rooms, English, Armenian, Russian",51,1
119,"Cleaning products, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bidet, Bathtub or shower, Slippers, Bathrobe, Sofa, Flat-screen TV, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Soundproof, Heating, Iron, Entire unit wheelchair accessible, Upper floors accessible by stairs only, Upper floors accessible by elevator, Private pool, Balcony, SaunaAdditional charge, Tea/Coffee maker, View, Air conditioning, Smoke-free property, English, Russian",37,1
120,"Kitchen, Washing machine, Private bathroom, Flat-screen TV, Air conditioning, Balcony, View, Smoke-free property, English, Russian",10,1
121,"Shared kitchen, Dining table, Cleaning products, Kitchen, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Guest bathroom, Bathtub or shower, Slippers, Private bathroom, Free toiletries, Bathrobe, Hairdryer, Bathtub, Shower, Sofa, Sitting area, Flat-screen TV, Socket near the bed, Sofa bed, Fold-up bed, Mosquito net, Hardwood or parquet floors, Private entrance, Fan, Ironing facilities, Outdoor fireplace, Picnic area, Outdoor furniture, Sun deck, Private pool, BBQ facilities, Patio, Balcony, Terrace, Garden, Shared lounge/TV area, Opening times, Open all year, All ages welcome, Seasonal, Sauna, Grocery deliveriesAdditional charge, SkiingOff-site, Inner courtyard view, Landmark view, Mountain view, Garden view, View, Private check-in/out, Express check-in/out, 24-hour front desk, Designated smoking area, Smoke-free property, Heating, Non-smoking rooms, Fire extinguishers, CCTV outside property, Security alarm, Carbon monoxide detector, English, Armenian, Russian",66,1
122,"High chair, Stovetop, Kitchen, Microwave, Refrigerator, Linens, Toilet paper, Towels, Hairdryer, Desk, Flat-screen TV, Heating, Garden, View, Smoke-free property, Elevator, English, Russian",18,1
123,"Kitchen, Washing machine, Kitchenette, Flat-screen TV, Heating, Balcony, Garden view, View, Air conditioning, Smoke-free property, English, Russian",12,1
124,"Dining table, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Linens, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Hairdryer, Dining area, Sofa, Flat-screen TV, Cable channels, TV, Sofa bed, Drying rack for clothing, Clothes rack, Heating, Ironing facilities, Iron, Outdoor dining area, Private pool, Balcony, Terrace, Open all year, All ages welcome, Beach chairs/Loungers, SaunaAdditional charge, Tea/Coffee maker, Mountain view, View, Private apartment in building, Airport shuttleAdditional charge, Board games/puzzles, Convenience store on site, Air conditioning, Smoke-free property, Elevator, Non-smoking rooms, CCTV outside property, CCTV in common areas, 24-hour security, English, Russian",50,1
125,"Street parking, Dining table, Cleaning products, Stovetop, Kitchenware, Electric kettle, Kitchen, Microwave, Refrigerator, Kitchenette, Linens, Wardrobe or closet, Toilet paper, Towels, Towels/Sheets (extra fee), Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Desk, Flat-screen TV, Cable channels, TV, Socket near the bed, Sofa bed, Clothes rack, Hypoallergenic, Hardwood or parquet floors, Tile/Marble floor, Soundproof, Private entrance, Carpeted, Fan, Iron, Upper floors accessible by stairs only, Entire unit located on ground floor, Outdoor dining area, Barbecue, BBQ facilities, FruitAdditional charge, Wine/ChampagneAdditional charge, Kid-friendly buffet, Kids' mealsAdditional charge, Grocery deliveriesAdditional charge, Minibar, Restaurant, Tea/Coffee maker, Tour or class about local cultureAdditional charge, Hiking, Wake-up service, Inner courtyard view, City view, Mountain view, View, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Baggage storage, Express check-in/out, 24-hour front desk, Indoor play area, Board games/Puzzles, Books, DVDs or music for children, Board games/puzzles, Daily housekeeping, Fax/PhotocopyingAdditional charge, Convenience store on site, Designated smoking area, Smoke-free property, Heating, Soundproof rooms, Family rooms, Non-smoking rooms, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key access, Carbon monoxide detector, English, Russian",90,1
126,"Toilet paper, Towels, Additional bathroom, Guest bathroom, Bathtub or shower, Private bathroom, Toilet, Hairdryer, Shower, Linens, Wardrobe or closet, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Outdoor dining area, Barbecue, BBQ facilities, Balcony, Terrace, Garden, Dining table, Stovetop, Kitchenware, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Socket near the bed, Sofa bed, Drying rack for clothing, Clothes rack, Ski pass vendor, Ski rental on site, Ski storage, Tennis equipment, Ping-pongAdditional charge, Pool tableAdditional charge, SkiingOff-site, Dining area, Sofa, Sitting area, Flat-screen TV, Cable channels, TV, Coffee house on site, Tea/Coffee maker, Daily housekeeping, Baggage storage, Invoice provided, Fire extinguishers, Key access, 24-hour security, Smoke-free property, Mosquito net, Hardwood or parquet floors, Heating, Private entrance, Carpeted, Soundproof rooms, Family rooms, Non-smoking rooms, Upper floors accessible by stairs only, English, Russian",67,1
127,"Toilet paper, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Wardrobe or closet, Garden view, View, Picnic area, Electric kettle, Socket near the bed, Clothes rack, Ski-in, ski-out access, Ski pass vendor, Ski rental on site, Ski schoolAdditional charge, Ski storageAdditional charge, Live sports events (broadcast), Live music/Performance, Themed dinnersAdditional charge, Evening entertainment, Kids' club, Ping-pong, SkiingOff-site, Sofa, Desk, Flat-screen TV, Telephone, TV, Coffee house on site, FruitAdditional charge, Wine/ChampagneAdditional charge, Kids' mealsAdditional charge, Special diet meals (on request), Snack bar, BarAdditional charge, Restaurant, Tea/Coffee maker, Invoice provided, Private check-in/out, Concierge, ATM on site, Baggage storage, 24-hour front desk, Indoor play area, Babysitting/Child services, Daily housekeeping, Ironing serviceAdditional charge, Dry cleaningAdditional charge, LaundryAdditional charge, Fax/PhotocopyingAdditional charge, Business center, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key card access, 24-hour security, Safe, Shared lounge/TV area, Air conditioning, Smoke-free property, Heating, Soundproof, Packed lunches, Soundproof rooms, Elevator, Fan, Family rooms, Hair/Beauty salon, Non-smoking rooms, Room serviceAdditional charge, Opening times, Open all year, All ages welcome, Heated pool, Pool/Beach towels, Pool bar, Beach chairs/Loungers, Beach umbrellas, Locker rooms, Fitness, Massage chair, Full-body massage, Hand massage, Head massage, Foot massage, Neck massage, Back massage, Spa/Wellness packages, Spa lounge/Relaxation area, Steam room, Spa facilities, Body wrap, Body scrub, Body treatments, Hairstyling, Haircut, Pedicure, Manicure, Hair treatments, Facial treatments, Beauty services, Beach umbrellas, Beach chairs/Loungers, Turkish/Steam Bath, Hot tub/Jacuzzi, MassageAdditional charge, SpaAdditional charge, Fitness center, Sauna, English, Farsi, Armenian, Russian",120,4
